site_gaw_id,year,month,day,hour,minute,second,year,month,day,hour,minute,second,value,value_unc,nvalue,latitude,longitude,altitude,elevation,intake_height,flask_no,ORG_QCflag,QCflag,instrument,measurement_method,scale
CGO,1991,6,1,0,0,0,-999,-9,-9,-9,-9,-9,308.818,1,312,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,7,1,0,0,0,-999,-9,-9,-9,-9,-9,308.786,1.021,306,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,8,1,0,0,0,-999,-9,-9,-9,-9,-9,308.971,0.799,324,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,9,1,0,0,0,-999,-9,-9,-9,-9,-9,309.257,0.801,276,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,10,1,0,0,0,-999,-9,-9,-9,-9,-9,309.241,0.821,273,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,11,1,0,0,0,-999,-9,-9,-9,-9,-9,309.158,1.163,207,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,12,1,0,0,0,-999,-9,-9,-9,-9,-9,309.39,0.791,324,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,1,1,0,0,0,-999,-9,-9,-9,-9,-9,309.447,0.853,323,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,2,1,0,0,0,-999,-9,-9,-9,-9,-9,309.497,0.853,285,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,3,1,0,0,0,-999,-9,-9,-9,-9,-9,309.412,0.749,301,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,4,1,0,0,0,-999,-9,-9,-9,-9,-9,309.56,0.831,133,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1992,5,1,0,0,0,-999,-9,-9,-9,-9,-9,308.961,1.255,165,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
